elapsed_dec,sample_id
21.8043,621
11.2915,919
22.5117,1207
14.3988,1414
17.9395,2706
13.2733,1130
11.6932,1839
9.01268,1022
30.2945,1251
6.21152,519
9.57143,1797
21.2775,1525
14.2801,2805
43.7932,2836
19.0124,913
9.21073,467
21.0098,967
9.7172,1293
17.3649,413
5.05078,1565
16.0535,2819
12.9383,1166
76.5632,845
14.1131,2822
8.41135,2396
14.739,2851
7.15244,2487
17.5957,22
5.77877,1555
12.0605,2248
13.2849,895
14.0504,636
40.2207,2243
31.6347,2803
4.9883,140
4.96735,2320
5.64808,1755
14.6866,1997
27.7328,2310
7.74142,2564
20.1098,1988
2.98619,634
100.311,670
7.86876,1112
37.8772,1145
23.2878,652
10.5426,2613
9.94591,1354
28.6106,107
11.8469,2165
11.4075,1152
43.3456,1749
9.91164,1938
6.86845,2197
9.46642,129
9.32078,1196
22.8074,262
21.2855,1402
17.5754,2839
11.6763,746
34.2585,1439
11.535,896
11.277,507
7.20041,2599
22.1505,645
8.71355,344
49.4594,1923
61.8581,2033
19.4448,1457
28.261,1810
7.58715,2361
7.29035,871
7.1181,303
10.4381,794
16.2821,99
21.4643,282
5.0637,710
15.9486,1729
15.6072,1704
4.98901,1917
21.007,1857
38.3225,268
35.7407,2816
28.8595,443
5.97809,1337
10.3893,1301
16.7656,1934
8.52556,2387
26.5231,2919
11.0086,2514
11.8395,2301
5.50524,2837
12.035,2899
9.26072,1984
9.64055,891
15.3808,2074
26.4425,576
7.23232,2495
11.7287,894
10.9098,117
2.58078,1383
5.43601,46
28.4337,2009
4.20087,9
14.8833,2163
11.73,924
11.4657,1695
5.69202,2408
22.1701,2617
43.123,240
19.9871,1312
12.8546,1266
10.0257,2424
5.09267,1506
5.86273,39
27.152,1680
20.1589,2926
5.49142,476
14.6583,373
7.61773,963
10.3401,301
12.8313,1542
21.3849,499
14.5235,2657
20.6953,1963
7.38218,823
10.4615,1791
7.44049,1897
11.9623,1025
33.0804,2890
21.3219,394
19.4557,2021
22.9245,1560
13.1207,1798
13.1308,2140
3.72093,2218
6.97264,2533
24.5244,355
45.3729,638
5.73797,1930
5.8695,1091
44.876,1162
4.54941,133
36.3844,397
33.3874,1183
10.413,980
18.6707,2525
5.4183,1957
11.9795,515
15.0768,2432
27.4619,1102
33.5881,658
2.9436,2080
9.2166,65
10.2749,1052
3.75466,1985
23.4227,1860
5.19645,535
39.1853,1795
10.8303,161
9.59611,2544
11.2592,167
5.43736,2136
14.9699,2841
21.2169,2854
23.3563,2519
10.5604,1883
11.1627,829
22.85,1040
5.66568,2360
8.78398,5
11.3192,2438
25.5,1513
7.20599,1849
20.3343,416
18.8785,296
9.5975,218
5.65285,2071
7.19041,1093
15.6438,2118
6.65503,2676
37.1239,1876
38.4265,1905
8.95803,308
17.8675,870
8.16446,2583
16.7127,590
25.7519,398
10.9437,2784
7.16696,2083
5.37455,523
14.4425,2196
4.3782,2905
19.7166,1425
15.0261,1583
9.10528,1329
27.1701,705
3.46548,2849
12.3887,1230
5.30791,2261
16.1333,2847
23.303,2130
5.42765,1966
15.3054,2936
21.0774,1904
19.3858,380
6.09907,2744
47.8316,359
4.55137,1702
4.66268,703
7.68576,2535
11.1675,1306
9.75394,2189
12.4375,901
17.2259,934
5.21535,2321
13.1055,1819
25.7671,1505
6.11151,2588
14.2241,1579
24.5271,2538
16.9334,2464
15.1477,2342
14.6311,1537
8.36615,1386
11.403,2667
49.0396,251
7.58486,2405
17.2155,2020
9.73925,1630
15.9927,213
23.0253,2935
2.85971,1601
10.1198,1960
6.67499,1184
13.2675,2389
22.721,1164
14.7001,1471
7.61579,1656
8.36402,2610
28.8195,2798
47.6139,492
16.3091,1307
9.33656,2185
16.0736,1165
6.48827,25
7.69245,1969
4.31165,1572
13.4782,1714
4.61874,758
7.43504,1469
8.72153,164
6.54834,2183
18.2563,325
5.94043,690
5.75903,781
7.47858,2562
13.4136,1031
5.55181,2694
15.9936,1581
2.05319,729
42.8325,40
7.03012,456
33.871,1259
29.5778,1971
10.4038,995
11.8459,2011
11.3441,410
16.989,840
15.7782,2765
13.1999,2757
11.6026,1201
8.47901,631
6.59907,2370
8.02101,806
16.0038,64
22.1946,785
5.70653,755
19.1287,2912
17.1492,181
9.20019,1304
32.4466,1121
17.6958,333
7.55616,719
5.12178,1591
14.1399,2783
23.9993,2038
4.43898,174
10.5783,322
18.8444,2766
8.85224,1787
7.64898,2638
6.9563,2247
25.4105,843
17.1773,2540
5.89467,2738
8.15687,2168
9.67308,1380
3.12624,1392
34.4871,1621
3.75539,733
8.65513,1827
14.1835,898
38.5958,639
14.2865,2779
14.0449,2499
12.7495,430
7.29054,2138
8.66875,1074
17.6859,620
20.3429,627
5.4566,138
18.5839,685
12.1961,1389
7.18172,131
17.2617,1300
18.8771,440
9.97521,2481
12.0016,2619
18.0412,1878
21.3648,434
9.19364,1092
38.7242,1940
15.1733,1831
38.9535,1811
18.481,1948
5.35626,736
34.4252,501
9.08639,937
23.0955,546
7.78075,1134
25.7368,454
3.96454,1220
16.3404,595
5.63213,1678
6.66282,2444
18.3829,1908
4.18875,1493
22.7954,2057
5.67074,2094
5.83253,1061
16.7718,2830
9.81806,985
13.7658,1903
33.489,343
13.6972,1742
5.61804,2299
6.06476,920
5.33464,1264
27.4222,2100
27.9609,1270
4.69127,700
27.5613,367
10.2727,1515
17.0898,94
19.6651,1497
9.97887,1874
8.02451,2148
9.47025,2238
16.259,2060
7.46633,2728
8.39759,1107
6.6731,272
9.39783,2501
8.46739,861
27.8121,2815
10.455,1319
26.6197,836
35.9392,1688
12.0405,2390
21.3706,833
6.83383,1330
9.64167,2162
10.6326,696
22.1393,426
13.1755,587
17.1729,828
49.2089,1097
10.5067,2671
16.6074,2729
15.246,2336
9.80248,1886
6.81514,1148
10.9026,911
9.23597,1618
30.9652,436
13.5101,575
8.52559,239
18.6384,2479
14.5585,668
23.6077,93
10.9243,2442
54.8881,1715
8.01488,882
5.63525,1973
26.0456,2795
27.0203,2210
5.10221,1192
19.1029,2494
14.7246,2077
8.23104,1123
6.72021,1517
25.1007,1419
13.8446,1629
6.35702,1309
5.10227,2146
4.84476,766
9.53851,2585
10.3728,853
5.67682,2633
10.6903,1913
15.2901,862
8.46801,1868
33.0951,2219
7.47304,1900
20.5851,1840
15.3797,150
58.172,557
21.7879,1321
35.4834,284
30.9022,2457
21.7701,305
13.7838,404
6.63866,143
9.8669,762
9.89903,2864
5.39405,1640
16.9508,2876
27.3287,2194
10.7127,2115
7.42796,1628
28.5857,122
11.0316,329
15.1664,1561
16.1799,1403
38.0749,2817
5.90744,2753
32.5094,2254
4.67987,12
7.57726,797
31.9068,2175
9.64974,2754
6.94503,1885
5.93198,2602
14.083,386
7.30705,2449
13.2965,2708
5.67284,1711
5.42617,1489
6.65305,76
19.1312,2528
4.8286,78
12.9671,1788
6.30653,92
16.7665,420
15.3105,1664
14.0558,2808
7.6025,1249
7.23116,2548
15.2023,1554
10.7732,1754
2.03427,825
6.15856,489
13.3558,1599
12.5695,1941
22.6081,1286
24.1746,1682
10.9755,428
8.22999,802
16.4751,1964
19.6004,1037
15.3735,418
33.0883,2286
2.98056,1108
25.1599,2933
11.1911,1970
5.57469,310
19.121,1774
10.2923,45
6.66741,528
7.47457,711
18.3651,105
5.05533,1138
5.74175,1163
4.13081,2715
8.89033,1540
13.9786,2570
21.5266,2174
42.7068,1977
9.39305,1692
16.9371,1834
41.7124,640
14.5243,321
5.62965,1686
17.8641,997
14.3429,2892
23.479,2228
11.0752,63
5.66865,1732
22.9814,2003
14.1573,2107
19.4848,98
6.59517,2810
8.67396,275
5.34245,2391
16.4771,1494
20.1328,570
3.73554,154
10.5108,928
23.9329,602
7.94967,7
4.36904,2458
15.7222,1137
3.00612,724
30.7608,2172
6.24404,168
4.17091,1639
14.9558,334
10.636,2394
39.3766,609
20.046,2076
9.07863,1575
12.0355,2469
2.86171,1404
4.39055,2304
17.2908,1739
48.1738,2005
6.57149,1520
31.0215,1994
17.3597,1861
5.48679,2117
10.9292,2149
21.2228,1405
10.2598,1825
12.9361,402
22.2867,1379
8.36124,1535
33.8967,667
5.19208,996
14.7107,888
8.05507,183
7.95404,1072
7.187,1360
15.4873,332
11.5809,1369
13.4105,1796
6.13143,2590
20.7336,446
16.2988,1922
6.05807,2697
6.34236,59
6.41857,44
23.7421,393
5.83525,2644
18.5735,2279
5.88059,2331
33.0792,633
6.21215,2750
5.87126,1316
26.5456,771
18.6194,529
13.4195,57
21.8893,550
31.04,274
12.2424,1512
12.1223,2537
8.90845,2186
5.66179,1336
39.6431,588
19.9041,115
11.5753,502
17.9515,2300
9.2188,338
16.5282,1169
4.99138,2411
6.38332,314
11.933,1357
5.01865,465
8.09328,379
7.33044,1122
9.29937,2637
6.82156,1725
25.3278,2886
5.20898,1050
30.0264,916
11.193,2914
9.5161,348
7.14292,2539
3.83427,1502
26.4276,2660
5.61117,1768
25.9584,2767
19.612,1198
7.26364,2090
5.16134,2711
3.60079,770
12.3505,2253
21.5029,2064
16.3723,1492
11.062,2485
5.02448,1446
5.05495,137
8.38924,1844
9.3767,482
13.1683,1382
7.63901,2587
14.3328,1441
4.92794,2867
12.9722,1614
8.07319,1854
23.7145,392
8.17294,520
27.1357,254
14.1493,101
25.2257,2315
14.8272,1743
5.20499,2511
6.3527,2095
11.6098,2838
14.308,1320
12.8677,2392
8.89281,915
31.4214,2000
11.66,1610
9.26381,70
15.6885,1356
6.21615,1177
17.8654,1109
9.79925,2592
7.9786,596
14.3485,2058
14.3458,1143
18.1747,84
18.9071,1894
12.5169,2379
11.7522,1144
8.28599,1720
3.96269,1288
11.9754,1139
15.3649,1620
20.0699,1302
10.7387,256
29.7846,2789
8.96041,2601
19.416,1041
9.23834,204
19.0847,2917
6.98175,2086
5.8991,495
22.7307,965
30.6602,2205
3.28089,205
5.53565,258
6.32726,1432
15.5632,1503
4.01061,2623
15.2934,1059
11.1309,2502
5.20568,2453
17.7553,2922
4.03673,976
8.38719,1279
17.2535,1539
3.24297,1899
42.2889,1824
11.5711,542
10.335,850
16.3955,2828
11.8475,1547
8.60772,959
17.009,126
9.2215,1651
9.85608,1178
5.93121,1987
17.7191,1773
15.7746,51
9.05776,1919
18.6596,1677
13.4747,1282
21.747,2871
8.86215,943
8.26293,793
12.7654,1350
10.9223,993
11.197,2440
21.0518,1653
15.1843,1256
15.0436,1841
9.75215,2178
5.50095,21
13.381,2145
53.2184,1096
10.3237,1468
6.63194,124
6.32807,2101
19.4024,11
6.59389,2460
11.79,1429
9.6355,1514
26.3461,342
6.94788,2135
8.56731,1477
14.7335,1910
14.9922,1671
12.9424,1931
45.4337,656
8.26531,1718
8.86144,1262
7.59983,1650
26.8571,1756
8.31707,1014
8.61096,1056
15.8876,879
13.1854,808
11.978,2167
17.8992,24
8.92103,1582
14.1027,433
7.38542,104
12.5352,1428
6.45628,427
56.1234,253
11.1389,111
36.1466,2027
15.6419,1035
4.95577,494
3.13761,1570
18.425,1413
27.1299,419
12.457,1036
11.7863,873
10.5861,2385
10.0272,1344
8.41433,1060
19.1491,2888
11.037,1069
29.9985,241
28.7767,1978
8.79219,551
10.5767,984
13.987,208
37.8203,953
16.0339,942
4.90045,698
6.33333,58
12.3731,1647
2.68627,715
9.58712,1174
10.2709,1482
12.1021,1573
17.8592,211
5.26268,2645
7.42492,1363
10.4631,194
6.05181,2770
14.0512,2860
9.70951,880
9.56129,2848
10.2185,2190
53.0609,964
11.3762,2240
4.26039,2652
4.29772,704
16.5785,1548
23.3598,2800
5.87682,1697
6.61733,2884
29.1819,2516
15.2496,206
14.2038,1566
12.0382,2776
4.97375,1708
11.9448,1604
23.0952,619
15.2814,752
16.8154,2825
7.58642,1942
23.7897,2703
17.6994,135
4.51226,2762
22.7878,1816
8.96566,493
8.40145,335
36.3717,2930
16.518,2152
20.5292,1098
20.0428,867
17.148,60
15.2048,1158
13.4508,611
27.437,556
5.16445,1118
6.1096,2368
4.47791,1530
2.75807,2412
8.46469,1213
5.38481,1194
18.4753,1859
18.4574,147
10.6673,2778
20.9466,2928
7.74932,2430
31.5095,2308
3.64138,2104
5.43321,2611
46.689,265
10.4348,1784
9.88621,2748
14.3471,222
15.1999,734
8.85059,1712
12.8289,2403
10.555,477
4.29629,170
9.73621,1171
3.16404,748
19.6029,1949
6.74125,1829
11.8549,706
18.1318,1954
19.4771,2764
17.9455,876
17.6518,1029
17.2868,1738
35.7484,1569
5.1298,192
7.58323,1603
53.5567,684
4.22144,2263
5.72086,1933
6629.09,1254
18.2707,252
7.54366,1627
7.2731,702
9.93664,2343
7.51663,2604
12.2019,1039
6.78087,712
8.08786,938
6.59247,1880
16.0591,245
27.8432,2357
13.8209,2891
8.36642,151
7.43618,2589
14.1831,1828
6.2401,210
12.7222,2159
6.00955,814
22.7307,1608
24.4376,2350
6.14046,8
5.22755,364
27.0622,2222
9.11461,1689
17.3619,400
8.6014,2673
13.0368,1961
12.9221,1580
8.45324,2271
5.99792,2414
8.64521,885
20.9353,2517
8.72609,929
21.061,1662
35.3695,474
7.34882,2272
18.3547,2790
13.0155,1568
14.4426,2532
10.9961,1412
31.7062,1240
12.3321,517
18.4888,486
8.48344,207
11.2448,1588
23.0919,505
4.00915,1786
14.2283,388
5.19578,1871
3.87121,62
10.2511,2126
15.6616,2668
37.9239,229
3.12553,1597
17.3442,1958
11.0177,2015
10.0426,2354
6.1731,687
5.23132,1343
8.16736,2410
7.76415,759
19.5957,1803
11.3342,199
5.98687,1339
22.1715,449
71.7283,1280
22.193,2335
23.1014,2395
18.6134,827
4.54616,859
13.292,35
23.5946,1418
12.3808,940
33.2943,1616
9.71161,1799
15.947,2227
16.9467,248
24.9871,1767
37.5743,1141
6.7147,287
10.2365,438
7.7545,145
12.1949,1691
6.43065,800
9.44039,1822
22.5278,1981
15.4409,127
26.9431,2283
4.30152,2651
20.5885,423
4.8419,1205
6.48552,822
13.8489,91
4.3803,1120
18.5398,679
8.0564,653
10.7312,2818
32.8891,555
14.1496,2224
10.3049,2894
41.6448,1818
6.36664,539
9.50021,2586
11.9327,1453
3.47758,805
3.13214,462
3.25452,28
8.35279,2326
16.6253,13
14.163,441
14.8905,1863
4.67036,603
5.17101,2731
54.5676,1665
16.6144,1384
11.0916,2693
28.5026,1901
3.31267,760
7.08735,1807
36.9161,923
3.65052,2098
7.61823,1944
3.74393,132
17.6892,2188
5.06836,2339
10.7767,1690
9.38441,1105
12.9445,2500
24.3098,886
43.1336,1700
30.7546,1952
7.31967,2157
28.0811,267
13.0286,860
10.6635,1016
10.105,1615
7.56173,1019
5.19226,522
