elapsed_dec,sample_id
5.41958,621
3.05006,919
5.89046,1207
3.81219,1414
4.60354,2706
3.51108,1130
3.08289,1839
2.3468,1022
7.85697,1251
1.68288,519
2.3925,1797
5.46155,1525
3.64668,2805
11.1111,2836
4.86596,913
2.41862,467
5.29818,967
2.48073,1293
4.39482,413
1.40626,1565
4.18415,2819
3.35167,1166
19.2741,845
3.77282,2822
2.11102,2396
3.58145,2851
1.82447,2487
4.70761,22
1.45874,1555
3.08415,2248
3.4722,895
3.5058,636
10.2106,2243
7.96855,2803
1.31914,140
1.26928,2320
1.46836,1755
3.69156,1997
6.9619,2310
2.12372,2564
4.99593,1988
0.827851,634
20.3952,670
1.94353,1112
8.54742,1145
5.13819,652
2.25609,2613
2.39703,1354
6.10793,107
2.687,2165
2.6324,1152
9.41223,1749
1.8103,1938
1.35002,2197
1.81866,129
1.64195,1196
4.64791,262
4.41506,1402
3.62992,2839
2.41588,746
7.93673,1439
2.59674,896
2.66444,507
1.57087,2599
4.71182,645
1.83071,344
10.7348,1923
12.9063,2033
4.11399,1457
6.0851,1810
1.59345,2361
1.49847,871
1.5626,303
2.30836,794
3.7051,99
4.77015,282
1.12138,710
3.52065,1729
3.8186,1704
1.10911,1917
3.31697,1857
8.33102,268
8.68388,2816
7.24537,443
1.61633,1337
2.64108,1301
4.43664,1934
2.21269,2387
6.94803,2919
2.9035,2514
2.95452,2301
1.41669,2837
3.03478,2899
2.39173,1984
2.4551,891
4.01899,2074
6.7562,576
1.87419,2495
3.12089,894
2.85944,117
0.756444,1383
1.42253,46
7.24972,2009
1.20064,9
3.76787,2163
3.08971,924
2.88413,1695
1.43855,2408
5.90112,2617
11.1478,240
5.32902,1312
3.43972,1266
2.41516,2424
1.3562,1506
1.65271,39
7.02801,1680
5.28103,2926
1.33266,476
3.69913,373
2.00403,963
2.62896,301
3.269,1542
5.39936,499
3.88933,2657
5.41606,1963
1.99459,823
2.77883,1791
2.00371,1897
3.12992,1025
8.47634,2890
5.5812,394
4.99348,2021
5.83286,1560
3.61565,1798
3.35189,2140
1.04786,2218
1.84358,2533
6.08692,355
11.8059,638
1.55815,1930
1.6078,1091
11.5107,1162
1.16861,133
9.17704,397
8.74788,1183
2.94858,980
4.91141,2525
1.42345,1957
3.24167,515
3.66513,2432
7.16,1102
8.85181,658
0.863656,2080
2.38885,65
2.69435,1052
0.989702,1985
5.9932,1860
1.4017,535
10.2961,1795
2.91155,161
2.5985,2544
2.97372,167
1.45416,2136
3.79863,2841
5.65554,2854
6.20897,2519
2.78691,1883
2.99022,829
5.80678,1040
1.54746,2360
2.32047,5
2.87104,2438
6.8539,1513
1.84736,1849
5.14609,416
4.70637,296
2.51336,218
1.50562,2071
1.92695,1093
4.14842,2118
1.76096,2676
9.48874,1876
10.0088,1905
2.3339,308
4.5488,870
2.22181,2583
4.52602,590
6.53769,398
2.7903,2784
1.84386,2083
1.47047,523
3.81064,2196
1.21547,2905
5.26246,1425
3.98267,1583
2.35877,1329
7.16665,705
0.982746,2849
3.42128,1230
1.45311,2261
4.41154,2847
6.29048,2130
1.49776,1966
3.98502,2936
5.69434,1904
5.03861,380
1.61778,2744
12.4667,359
1.2304,1702
1.28956,703
1.99784,2535
2.93585,1306
2.62687,2189
3.22521,901
4.64422,934
1.40863,2321
3.36092,1819
6.90401,1505
1.68245,2588
3.71781,1579
6.43295,2538
4.55298,2464
3.89394,2342
3.75292,1537
2.23532,1386
3.12128,2667
12.8539,251
2.01244,2405
4.4827,2020
2.58529,1630
4.16582,213
6.00694,2935
0.772771,1601
2.63845,1960
1.77176,1184
3.32644,2389
5.73028,1164
3.83711,1471
1.91982,1656
2.21167,2610
7.36582,2798
12.4045,492
4.20537,1307
2.48358,2185
4.1547,1165
1.72645,25
2.00887,1969
1.18691,1572
3.5934,1714
1.21239,758
1.88936,1469
2.2786,164
1.70998,2183
4.58193,325
1.58172,690
1.52707,781
2.10102,2562
3.4988,1031
1.47487,2694
4.15271,1581
0.602608,729
11.256,40
1.88963,456
8.81963,1259
7.93574,1971
2.6444,995
3.14121,2011
2.93166,410
4.39762,840
4.11255,2765
3.42465,2757
3.05795,1201
2.18977,631
1.76467,2370
1.98305,806
4.21363,64
5.7164,785
1.56965,755
5.00324,2912
4.35828,181
2.43609,1304
8.40613,1121
4.50286,333
1.92916,719
1.38827,1591
3.58341,2783
6.20038,2038
1.19017,174
2.6445,322
4.72252,2766
2.27033,1787
2.02809,2638
1.85729,2247
6.53681,843
4.48346,2540
1.52556,2738
2.18713,2168
2.56211,1380
0.899595,1392
8.84852,1621
1.03712,733
2.27483,1827
3.6948,898
10.1349,639
3.75937,2779
3.60427,2499
3.37885,430
1.91514,2138
2.24485,1074
4.63916,620
5.14912,627
1.4543,138
4.89655,685
3.15217,1389
1.92642,131
4.51723,1300
5.01143,440
2.62631,2481
3.39029,2619
4.79028,1878
5.49485,434
2.45463,1092
10.2504,1940
3.91283,1831
10.2639,1811
5.03853,1948
1.40095,736
9.03277,501
2.36012,937
5.92586,546
2.09903,1134
6.91323,454
1.11934,1220
4.31392,595
1.49684,1678
1.75292,2444
4.88997,1908
1.14018,1493
6.02497,2057
1.52829,2094
1.5377,1061
4.44355,2830
2.58787,985
3.78912,1903
8.42307,343
3.57714,1742
1.61104,2299
1.60084,920
1.41585,1264
7.1594,2100
7.46999,1270
1.33677,700
7.02586,367
2.80449,1515
4.50514,94
4.96096,1497
2.61942,1874
2.1503,2148
2.5742,2238
4.25745,2060
1.97705,2728
2.17813,1107
1.73859,272
2.47112,2501
2.20392,861
7.41621,2815
2.76032,1319
6.74659,836
9.15958,1688
3.13191,2390
5.50102,833
1.7995,1330
2.5052,2162
2.8486,696
5.64487,426
3.53158,587
4.20585,828
12.804,1097
2.82217,2671
4.37006,2729
3.99501,2336
2.63352,1886
1.81399,1148
2.9561,911
2.36165,1618
7.81602,436
3.66705,575
2.35039,239
4.76747,2479
3.85337,668
6.17513,93
2.79165,2442
14.0137,1715
2.16645,882
1.47374,1973
6.78422,2795
7.11635,2210
1.35673,1192
4.96999,2494
3.8186,2077
2.13801,1123
1.91652,1517
6.70897,1419
3.68143,1629
1.76349,1309
1.5042,2146
1.28087,766
2.44478,2585
2.78026,853
1.54745,2633
2.83298,1913
4.19349,862
2.21867,1868
9.0477,2219
2.02835,1900
5.38052,1840
3.97644,150
15.128,557
6.0416,1321
9.04881,284
7.96593,2457
5.55376,305
3.57441,404
1.76303,143
2.59571,762
2.54964,2864
1.42637,1640
4.36451,2876
7.43282,2194
2.88752,2115
2.00256,1628
7.23757,122
2.87261,329
4.06295,1561
4.47271,1403
9.8893,2817
1.57428,2753
8.54678,2254
1.35812,12
2.03958,797
8.2999,2175
2.54327,2754
1.79052,1885
1.63785,2602
3.69765,386
1.87259,2449
3.53602,2708
1.45956,1711
1.50659,1489
1.86068,76
5.0258,2528
1.36304,78
3.39055,1788
1.69529,92
4.32533,420
3.82763,1664
3.65594,2808
2.21064,1249
1.89035,2548
4.10157,1554
2.86275,1754
0.593418,825
1.6129,489
3.54241,1599
3.26645,1941
6.35089,1286
6.50213,1682
2.80375,428
2.20269,802
4.34625,1964
5.22972,1037
3.8822,418
8.61833,2286
0.883896,1108
6.61676,2933
2.92528,1970
1.46021,310
5.14243,1774
2.83035,45
1.77033,528
1.96897,711
4.77461,105
1.38901,1138
1.53774,1163
1.09183,2715
2.43156,1540
3.81319,2570
5.41148,2174
11.1211,1977
2.4768,1692
4.27176,1834
10.6523,640
3.69639,321
1.45172,1686
4.60967,997
3.80252,2892
6.39921,2228
2.94992,63
1.57253,1732
6.11857,2003
3.8201,2107
5.13591,98
1.76157,2810
2.29441,275
1.31556,2391
4.25989,1494
5.36615,570
0.999296,154
2.74622,928
6.20788,602
2.28467,7
1.22299,2458
3.99456,1137
0.80341,724
7.91171,2172
1.68318,168
1.16118,1639
3.83527,334
2.78059,2394
9.98707,609
5.48294,2076
2.39907,1575
3.19497,2469
0.798714,1404
1.19338,2304
4.79603,1739
12.6273,2005
1.85682,1520
8.2805,1994
4.61714,1861
1.47683,2117
3.0135,2149
5.5681,1405
2.60647,1825
3.33697,402
5.66243,1379
2.15629,1535
8.53594,667
1.43975,996
3.70872,888
2.13839,183
2.06632,1072
1.8152,1360
3.91401,332
2.98191,1369
3.55989,1796
1.71417,2590
5.37408,446
4.3879,1922
1.66037,2697
1.68801,59
1.72706,44
6.02753,393
1.62394,2644
4.94525,2279
1.63416,2331
8.52058,633
1.71581,2750
1.55819,1316
7.04911,771
4.8864,529
3.68175,57
5.72333,550
7.83153,274
3.25197,1512
3.14251,2537
2.32226,2186
1.52535,1336
10.2368,588
5.09441,115
2.93341,502
4.52158,2300
2.37101,338
4.20772,1169
1.32921,2411
1.63551,314
3.04746,1357
1.39727,465
2.05635,379
1.9583,1122
2.50704,2637
1.79452,1725
6.72755,2886
1.48045,1050
7.80097,916
2.81189,2914
2.52159,348
1.90057,2539
1.14119,1502
6.88752,2660
1.49982,1768
6.83991,2767
5.13867,1198
2.01252,2090
1.448,2711
0.993887,770
3.37342,2253
5.67979,2064
4.29914,1492
2.85932,2485
1.36149,1446
1.38425,137
2.17442,1844
2.5145,482
3.59066,1382
2.15763,2587
3.71483,1441
1.39144,2867
3.3122,1614
2.06383,1854
5.94395,392
2.27625,520
7.21002,254
3.84565,101
6.57855,2315
3.93482,1743
1.35734,2511
1.62013,2095
3.0709,2838
3.97484,1320
3.33103,2392
2.41316,915
8.2412,2000
3.1163,1610
2.47746,70
4.12777,1356
1.64477,1177
4.67135,1109
2.64345,2592
2.15113,596
3.89155,2058
3.73173,1143
4.79557,84
4.99402,1894
3.15172,2379
3.13737,1144
2.27968,1720
1.13397,1288
3.06,1139
4.13385,1620
5.40952,1302
2.91189,256
7.74299,2789
